Accession,Gene Name,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Abundances A1,Abundances A2,Abundances A3,Abundances B1,Abundances B2,Abundances B3,Fold Change,p-value
Q9ERD8,Parvg,Gamma-parvin OS=Mus musculus OX=10090 GN=Parvg PE=1 SV=2,9.667673716,2,2,2,331,37.58,5.66,104.1,100.1,103.2,94.2,101.1,97.3,0.951854262,0.102095723
O55135,Eif6,Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=2,55.51020408,8,14,8,245,26.494,4.74,105.6,101.5,100.3,97.6,99.3,95.7,0.951854262,0.061310485
Q9DBR0,Akap8,A-kinase anchor protein 8 OS=Mus musculus OX=10090 GN=Akap8 PE=1 SV=1,11.93595342,9,14,9,687,76.247,5.14,107.7,95.6,104.2,98.6,97.9,96.1,0.951544715,0.247510548
Q689Z5,Sbno1,Protein strawberry notch homolog 1 OS=Mus musculus OX=10090 GN=Sbno1 PE=1 SV=2,8.057553957,9,12,7,1390,153.642,8.07,100.8,103.3,103.4,95.4,103.3,93.9,0.951544715,0.177328024
Q61103,Dpf2,Zinc finger protein ubi-d4 OS=Mus musculus OX=10090 GN=Dpf2 PE=1 SV=1,10.4859335,3,4,3,391,44.201,6.47,95.7,114.9,96.9,95.2,105.4,92,0.951544715,0.539315487
O35943,Fxn,"Frataxin, mitochondrial OS=Mus musculus OX=10090 GN=Fxn PE=1 SV=1",19.3236715,3,3,3,207,22.91,8.02,101.9,100,105.6,98.5,98.1,96,0.951544715,0.052323062
Q8VDK1,Nit1,Deaminated glutathione amidase OS=Mus musculus OX=10090 GN=Nit1 PE=1 SV=2,10.21671827,3,3,3,323,35.682,7.94,98.3,105.9,103.3,98.1,99.9,94.6,0.951544715,0.141807715
P39053,Dnm1,Dynamin-1 OS=Mus musculus OX=10090 GN=Dnm1 PE=1 SV=2,28.14302191,23,36,14,867,97.741,7.74,99.5,111.1,96.8,96.6,99.5,96.4,0.951528953,0.331593354
Q91YE7,Rbm5,RNA-binding protein 5 OS=Mus musculus OX=10090 GN=Rbm5 PE=1 SV=1,4.662576687,3,4,3,815,92.254,6.21,99.2,102.1,106.1,94.2,105.6,92.7,0.951528953,0.335211144
Q8C5H8,Nadk2,"NAD kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Nadk2 PE=1 SV=2",12.83185841,4,4,4,452,50.827,8.07,91.6,125.3,90.5,96.1,100.7,95.7,0.951528953,0.68891898
O35286,Dhx15,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Mus musculus OX=10090 GN=Dhx15 PE=1 SV=2,47.9245283,32,70,31,795,90.949,7.46,102.5,102,103,96.6,99.8,96.1,0.951219512,0.013850078
Q99PT1,Arhgdia,Rho GDP-dissociation inhibitor 1 OS=Mus musculus OX=10090 GN=Arhgdia PE=1 SV=3,81.37254902,15,64,15,204,23.393,5.2,104.4,95.5,107.6,102.4,91.5,98.6,0.951219512,0.358850301
Q60668,Hnrnpd,Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus OX=10090 GN=Hnrnpd PE=1 SV=2,22.53521127,8,37,6,355,38.33,7.81,101.4,97.1,109,103.7,92,96.8,0.951219512,0.361835701
O35465,Fkbp8,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Mus musculus OX=10090 GN=Fkbp8 PE=1 SV=2,22.63681592,7,13,7,402,43.501,5.16,93.6,119,94.9,91.1,102.5,98.9,0.951219512,0.604927861
Q8R2Y8,Ptrh2,"Peptidyl-tRNA hydrolase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ptrh2 PE=1 SV=1",59.1160221,7,10,7,181,19.514,7.42,102.8,102.9,101.8,98.1,98.6,95.8,0.951219512,0.005803973
Q9WUK4,Rfc2,Replication factor C subunit 2 OS=Mus musculus OX=10090 GN=Rfc2 PE=1 SV=1,38.68194842,11,13,11,349,38.7,6.44,95.5,111.4,100.6,93.4,102.5,96.6,0.951219512,0.406255276
Q8C650,Sept10,Septin-10 OS=Mus musculus OX=10090 GN=Sept10 PE=1 SV=1,25.44247788,9,17,8,452,52.388,6.6,101,105.8,100.7,92.5,105.9,94.1,0.951219512,0.332279773
Q8CGZ0,Cherp,Calcium homeostasis endoplasmic reticulum protein OS=Mus musculus OX=10090 GN=Cherp PE=1 SV=1,10.36324786,8,11,8,936,106.102,9.14,102.7,102.7,102.1,99.6,92.2,100.7,0.951219512,0.135119508
Q9DCJ9,Npl,N-acetylneuraminate lyase OS=Mus musculus OX=10090 GN=Npl PE=1 SV=1,39.0625,10,12,10,320,35.108,8.03,93.1,120.1,94.3,96.2,99.8,96.5,0.951219512,0.603534596
P21956,Mfge8,Lactadherin OS=Mus musculus OX=10090 GN=Mfge8 PE=1 SV=3,22.2462203,9,14,9,463,51.208,6.52,101.6,103.2,102.7,99,98.3,95.2,0.951219512,0.016546698
Q9JJ78,Pbk,Lymphokine-activated killer T-cell-originated protein kinase OS=Mus musculus OX=10090 GN=Pbk PE=1 SV=1,20.3030303,6,7,6,330,36.721,5.12,104,110.9,92.6,90.7,109.2,92.6,0.951219512,0.562905838
Q8R060,Zwilch,Protein zwilch homolog OS=Mus musculus OX=10090 GN=Zwilch PE=1 SV=1,8.149405772,4,4,4,589,66.797,6.02,107.9,94.3,105.3,92.6,103.9,96,0.951219512,0.402571009
Q5SSK3,Tefm,"Transcription elongation factor, mitochondrial OS=Mus musculus OX=10090 GN=Tefm PE=1 SV=1",11.53846154,4,5,4,364,41.847,9.51,101.7,103.5,102.3,95.8,101.3,95.4,0.951219512,0.06461191
Q3UNZ8,Cryzl2,Quinone oxidoreductase-like protein 2 OS=Mus musculus OX=10090 GN=Cryzl2 PE=1 SV=1,3.142857143,1,1,1,350,37.785,8.9,93.7,113.5,100.3,99,100.6,92.9,0.951219512,0.470219295
Q9WU00,Nrf1,Nuclear respiratory factor 1 OS=Mus musculus OX=10090 GN=Nrf1 PE=1 SV=2,5.765407555,3,3,3,503,53.538,5.05,104.2,99.3,104,93.9,100.5,98.1,0.951219512,0.116823158
Q91XI1,Dus3l,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Mus musculus OX=10090 GN=Dus3l PE=1 SV=1,14.28571429,6,9,6,637,71.033,7.97,99.6,106.2,101.8,99.9,101.2,91.4,0.950910273,0.238296737
O35598,Adam10,Disintegrin and metalloproteinase domain-containing protein 10 OS=Mus musculus OX=10090 GN=Adam10 PE=1 SV=2,9.879839786,6,7,6,749,83.914,7.94,101.7,110.4,95.5,93.8,104.1,94.6,0.950910273,0.407380173
F2YMG0,Prss56,Serine protease 56 OS=Mus musculus OX=10090 GN=Prss56 PE=2 SV=1,1.324503311,1,1,1,604,65.093,8.24,123.4,99.4,84.8,87.3,103.7,101.5,0.950910273,0.704927292
Q9DCN2,Cyb5r3,NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3,56.47840532,13,38,13,301,34.106,8.38,95.1,109.6,102.8,95.7,101.2,95.5,0.950894309,0.33403365
O54941,Smarce1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Mus musculus OX=10090 GN=Smarce1 PE=1 SV=1,15.32846715,5,9,5,411,46.61,4.88,103.5,103.5,100.5,95.3,101.8,95.3,0.950894309,0.102576075
Q99KP3,Cryl1,Lambda-crystallin homolog OS=Mus musculus OX=10090 GN=Cryl1 PE=1 SV=3,5.329153605,1,1,1,319,35.186,5.86,108.5,96.7,102.3,91.8,111.1,89.5,0.950894309,0.546504043
Q9CQT5,Pomp,Proteasome maturation protein OS=Mus musculus OX=10090 GN=Pomp PE=1 SV=1,14.89361702,2,2,2,141,15.756,5.49,108.5,115.7,83.3,82.5,120.4,89.5,0.950894309,0.757664322
Q62086,Pon2,Serum paraoxonase/arylesterase 2 OS=Mus musculus OX=10090 GN=Pon2 PE=1 SV=2,15.81920904,4,6,4,354,39.592,5.83,100.5,101.1,106,96.7,100.4,95.3,0.950585176,0.093614872
Q920Q6,Msi2,RNA-binding protein Musashi homolog 2 OS=Mus musculus OX=10090 GN=Msi2 PE=1 SV=1,19.65317919,5,7,5,346,36.915,8.47,88.3,127.1,92.2,95.1,102.3,95,0.950585176,0.707493341
P48410,Abcd1,ATP-binding cassette sub-family D member 1 OS=Mus musculus OX=10090 GN=Abcd1 PE=1 SV=1,3.260869565,2,2,2,736,81.807,8.7,103.1,109.8,94.7,87.1,106.5,98.8,0.950585176,0.516764925
P68373,Tuba1c,Tubulin alpha-1C chain OS=Mus musculus OX=10090 GN=Tuba1c PE=1 SV=1,56.1247216,20,308,3,449,49.877,5.1,97.6,109.9,100.1,95.5,100.5,96.4,0.950585176,0.279765279
P62908,Rps3,40S ribosomal protein S3 OS=Mus musculus OX=10090 GN=Rps3 PE=1 SV=1,74.07407407,19,84,19,243,26.657,9.66,106.9,96.1,104.6,99.6,95,97.8,0.950585176,0.226325512
O70475,Ugdh,UDP-glucose 6-dehydrogenase OS=Mus musculus OX=10090 GN=Ugdh PE=1 SV=1,60.64908722,21,40,21,493,54.797,7.56,102.2,101.5,103.9,99.5,97.3,95.6,0.950585176,0.01918178
Q9EPK7,Xpo7,Exportin-7 OS=Mus musculus OX=10090 GN=Xpo7 PE=1 SV=3,11.8675253,10,12,10,1087,123.731,6.38,95.9,118.5,93.2,93.5,106.2,92.7,0.950585176,0.608717614
Q9DAK9,Phpt1,14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1,47.58064516,5,7,5,124,13.988,5.53,94.9,109.5,103.2,89.8,107.5,95.1,0.950585176,0.4938233
Q9JL16,Isg20,Interferon-stimulated gene 20 kDa protein OS=Mus musculus OX=10090 GN=Isg20 PE=1 SV=1,14.33333333,4,5,4,300,32.482,8.15,105.7,95.7,106.2,98.3,97.6,96.5,0.950585176,0.216907322
P52624,Upp1,Uridine phosphorylase 1 OS=Mus musculus OX=10090 GN=Upp1 PE=1 SV=2,9.646302251,3,4,3,311,34.064,6.58,94.6,113,100,98.8,99.6,94,0.950585176,0.426792676
Q91V01,Lpcat3,Lysophospholipid acyltransferase 5 OS=Mus musculus OX=10090 GN=Lpcat3 PE=1 SV=1,7.186858316,3,3,3,487,56.11,8.56,98.7,117.3,91.6,94.3,97.9,100.2,0.950585176,0.553924781
Q62351,Tfrc,Transferrin receptor protein 1 OS=Mus musculus OX=10090 GN=Tfrc PE=1 SV=1,33.55176933,23,43,23,763,85.677,6.57,107.7,94.2,105.8,100,96.3,96.1,0.950276243,0.31143134
Q60902,Eps15l1,Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus OX=10090 GN=Eps15l1 PE=1 SV=3,36.49393605,23,32,23,907,99.248,5.02,100.3,107.5,99.8,97.7,97.8,96.8,0.950260078,0.111743477
Q9CPV4,Glod4,Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1,52.68456376,16,28,16,298,33.296,5.47,102.3,101.8,103.6,96.5,99.3,96.5,0.949951251,0.008850037
Q3TWW8,Srsf6,Serine/arginine-rich splicing factor 6 OS=Mus musculus OX=10090 GN=Srsf6 PE=1 SV=1,23.00884956,9,25,6,339,39.002,11.46,106.7,94.3,106.7,97.7,98.8,95.8,0.949951251,0.291200733
Q6Y7W8,Gigyf2,GRB10-interacting GYF protein 2 OS=Mus musculus OX=10090 GN=Gigyf2 PE=1 SV=2,4.957397366,5,5,5,1291,149.102,5.57,104.6,107.4,95.7,94.5,102.3,95.5,0.949951251,0.298012295
Q61333,Tnfaip2,Tumor necrosis factor alpha-induced protein 2 OS=Mus musculus OX=10090 GN=Tnfaip2 PE=1 SV=2,4.052098408,3,3,3,691,78.053,6.07,102.1,105.3,100.3,91.2,111.1,90,0.949951251,0.503821322
P39061,Col18a1,Collagen alpha-1(XVIII) chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=4,12.45772266,16,30,16,1774,182.059,5.62,97.4,112.5,97.8,95.7,102,94.6,0.949951251,0.401677614
Q9CZ44,Nsfl1c,NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c PE=1 SV=1,36.48648649,13,23,13,370,40.685,5.15,104.3,102.7,100.7,99,97.2,96.1,0.949951251,0.018660515
Q9D1E8,Agpat5,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Mus musculus OX=10090 GN=Agpat5 PE=2 SV=2,13.97260274,5,5,5,365,42.175,9.38,102.8,112,92.9,90.2,95.4,106.7,0.949951251,0.523803049
Q9EST3,Eif4enif1,Eukaryotic translation initiation factor 4E transporter OS=Mus musculus OX=10090 GN=Eif4enif1 PE=1 SV=2,0.712105799,1,1,1,983,107.919,7.74,101.8,108.6,97.3,97.8,104.9,89.6,0.949951251,0.404041537
P01899,H2-D1,"H-2 class I histocompatibility antigen, D-B alpha chain OS=Mus musculus OX=10090 GN=H2-D1 PE=1 SV=2",44.47513812,15,66,3,362,40.81,6.73,103.4,98.9,105.4,97.3,98.4,96.6,0.949951251,0.061541066
Q9QWZ1,Rad1,Cell cycle checkpoint protein RAD1 OS=Mus musculus OX=10090 GN=Rad1 PE=1 SV=1,5.714285714,1,1,1,280,31.589,4.84,98.5,106.7,102.6,90.7,103.1,98.5,0.949642625,0.298182439
P50247,Ahcy,Adenosylhomocysteinase OS=Mus musculus OX=10090 GN=Ahcy PE=1 SV=3,59.02777778,24,55,23,432,47.657,6.54,101.2,103.2,103.4,100.4,92.1,99.8,0.949642625,0.134844462
Q99J47,Dhrs7b,Dehydrogenase/reductase SDR family member 7B OS=Mus musculus OX=10090 GN=Dhrs7b PE=1 SV=1,35.60371517,10,15,10,323,34.964,9.63,102.2,105.1,100.5,95.5,99,97.8,0.949642625,0.037794745
O54692,Zw10,Centromere/kinetochore protein zw10 homolog OS=Mus musculus OX=10090 GN=Zw10 PE=1 SV=3,16.04621309,10,15,10,779,88.006,5.92,99.3,110.7,97.8,98,98.1,96.2,0.949642625,0.27807247
Q8VDD9,Phip,PH-interacting protein OS=Mus musculus OX=10090 GN=Phip PE=1 SV=2,1.482701812,2,2,2,1821,206.596,8.82,97,112.6,98.2,88.8,105,98.5,0.949642625,0.494179912
Q7TPH6,Mycbp2,E3 ubiquitin-protein ligase MYCBP2 OS=Mus musculus OX=10090 GN=Mycbp2 PE=1 SV=3,0.800168457,3,3,3,4749,520.9,7.09,101.2,103.8,102.8,87.6,106.3,98.4,0.949642625,0.398565709
P62075,Timm13,Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus OX=10090 GN=Timm13 PE=1 SV=1,69.47368421,5,11,5,95,10.451,8.18,103.8,100.9,103,100.4,96.7,95.1,0.949626259,0.044866073
Q8BHJ9,Slu7,Pre-mRNA-splicing factor SLU7 OS=Mus musculus OX=10090 GN=Slu7 PE=1 SV=1,3.418803419,2,2,2,585,68.038,7.08,97.9,117.2,92.6,92.4,99.9,99.9,0.949626259,0.547926581
Q7M759,Abhd17b,Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus OX=10090 GN=Abhd17b PE=1 SV=1,8.333333333,2,2,2,288,32.18,6.29,98.5,115.2,94.1,95,106.3,90.9,0.949317739,0.546643971
Q99L48,Nmd3,60S ribosomal export protein NMD3 OS=Mus musculus OX=10090 GN=Nmd3 PE=1 SV=1,14.91053678,7,9,7,503,57.574,7.17,105.6,98.2,104,95.7,104.1,92.4,0.949317739,0.277983302
O35075,Dscr3,Down syndrome critical region protein 3 homolog OS=Mus musculus OX=10090 GN=Dscr3 PE=1 SV=1,12.45791246,3,5,3,297,32.949,7.68,97.3,107.4,103.1,101.8,97.2,93.2,0.949317739,0.247011703
Q91WB4,Plekhf2,Pleckstrin homology domain-containing family F member 2 OS=Mus musculus OX=10090 GN=Plekhf2 PE=1 SV=1,20.48192771,4,6,3,249,27.737,8.21,103.3,107.1,97.4,92.8,102.7,96.7,0.949317739,0.266630804
Q6P5H2,Nes,Nestin OS=Mus musculus OX=10090 GN=Nes PE=1 SV=1,31.38412017,41,63,41,1864,207,4.34,103.1,104.7,100,96.9,99.1,96.2,0.949317739,0.033396432
P62196,Psmc5,26S proteasome regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmc5 PE=1 SV=1,57.8817734,23,47,21,406,45.597,7.55,103.2,101.4,103.2,96.5,98.9,96.8,0.949317739,0.00572206
Q9QYA2,Tomm40,Mitochondrial import receptor subunit TOM40 homolog OS=Mus musculus OX=10090 GN=Tomm40 PE=1 SV=3,22.99168975,6,20,6,361,37.871,7.74,104,99.4,104.4,100.2,95.5,96.5,0.949317739,0.072752653
Q9Z0G0,Gipc1,PDZ domain-containing protein GIPC1 OS=Mus musculus OX=10090 GN=Gipc1 PE=1 SV=1,30.03003003,7,11,7,333,36.107,5.91,102,103.9,101.9,93.8,101.3,97.1,0.949317739,0.083386489
Q9CQI7,Snrpb2,U2 small nuclear ribonucleoprotein B'' OS=Mus musculus OX=10090 GN=Snrpb2 PE=1 SV=1,23.11111111,5,12,3,225,25.307,9.72,108.3,103.8,95.7,93.8,99.4,99,0.949317739,0.273889901
Q80Z96,Vangl1,Vang-like protein 1 OS=Mus musculus OX=10090 GN=Vangl1 PE=1 SV=2,4.942965779,2,2,2,526,60.026,8.81,107.8,105,95,90.7,109.8,91.7,0.949317739,0.51681725
Q8VE70,Pdcd10,Programmed cell death protein 10 OS=Mus musculus OX=10090 GN=Pdcd10 PE=1 SV=1,16.03773585,3,4,3,212,24.7,8.19,95.5,121.9,90.4,94.7,101.2,96.3,0.949317739,0.629038948
Q3U7U3,Fbxo7,F-box only protein 7 OS=Mus musculus OX=10090 GN=Fbxo7 PE=1 SV=2,7.456978967,2,2,2,523,57.613,5.83,100.2,110.3,97.3,91.4,105.8,95,0.949317739,0.424417517
Q9DBN5,Lonp2,"Lon protease homolog 2, peroxisomal OS=Mus musculus OX=10090 GN=Lonp2 PE=1 SV=1",3.873239437,3,3,3,852,94.467,7.23,103.3,104.7,99.8,93.8,101.4,97,0.949317739,0.12034872
Q9JMH6,Txnrd1,"Thioredoxin reductase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Txnrd1 PE=1 SV=3",44.045677,18,40,17,613,67.042,7.44,105.2,97.8,104.9,98.5,95.3,98.4,0.949009419,0.118129721
A2RSX7,Tyw5,tRNA wybutosine-synthesizing protein 5 OS=Mus musculus OX=10090 GN=Tyw5 PE=2 SV=2,7.301587302,2,2,2,315,36.61,6.34,103.8,103.2,100.9,98.9,95.8,97.5,0.949009419,0.01417301
Q8R2R6,Mtg1,Mitochondrial ribosome-associated GTPase 1 OS=Mus musculus OX=10090 GN=Mtg1 PE=1 SV=2,3.374233129,1,1,1,326,36.655,9.28,111.3,95.5,101.1,89.4,106.8,96,0.949009419,0.488268754
Q99K48,Nono,Non-POU domain-containing octamer-binding protein OS=Mus musculus OX=10090 GN=Nono PE=1 SV=3,45.24312896,21,96,19,473,54.506,8.95,97.7,112.9,97.3,95.6,101.1,95.5,0.949009419,0.39192453
A2AM05,Cntln,Centlein OS=Mus musculus OX=10090 GN=Cntln PE=1 SV=1,0.787401575,1,1,1,1397,160.648,7.99,101.4,103.8,102.6,113.4,85.9,92.8,0.948992853,0.562105252
Q9CWS0,Ddah1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Mus musculus OX=10090 GN=Ddah1 PE=1 SV=3",36.49122807,9,16,8,285,31.361,5.97,106.2,96.3,105.3,97.5,97.5,97.1,0.948992853,0.173413008
Q60864,Stip1,Stress-induced-phosphoprotein 1 OS=Mus musculus OX=10090 GN=Stip1 PE=1 SV=1,53.40699816,31,90,31,543,62.542,6.8,104.6,97.4,105.9,98.5,98.6,95,0.948684638,0.14314698
P21619,Lmnb2,Lamin-B2 OS=Mus musculus OX=10090 GN=Lmnb2 PE=1 SV=2,43.45637584,26,50,20,596,67.277,5.5,101.4,103.3,103.2,98.5,96.2,97.4,0.948684638,0.004372103
Q9D3E6,Stag1,Cohesin subunit SA-1 OS=Mus musculus OX=10090 GN=Stag1 PE=1 SV=3,10.41335453,13,18,7,1258,144.349,5.59,102.3,105.4,100.2,101.2,95.3,95.6,0.948684638,0.097225375
Q8VHR5,Gatad2b,Transcriptional repressor p66-beta OS=Mus musculus OX=10090 GN=Gatad2b PE=1 SV=1,16.32996633,7,10,7,594,65.37,9.7,101.8,101.8,104.3,101,92.7,98.4,0.948684638,0.111658256
Q9ES97,Rtn3,Reticulon-3 OS=Mus musculus OX=10090 GN=Rtn3 PE=1 SV=2,6.950207469,4,7,4,964,103.814,4.92,98.3,109.5,100.1,104.9,94.5,92.7,0.948684638,0.364228788
E9PZJ8,Ascc3,Activating signal cointegrator 1 complex subunit 3 OS=Mus musculus OX=10090 GN=Ascc3 PE=1 SV=1,4.413102821,10,10,10,2198,250.398,7.02,107.1,103.5,97.3,94.7,99.9,97.5,0.948684638,0.178582171
Q8C3S2,Tango6,Transport and Golgi organization protein 6 homolog OS=Mus musculus OX=10090 GN=Tango6 PE=1 SV=1,6.487488415,3,3,3,1079,118.657,6.32,99.1,113.8,95,89,106.7,96.4,0.948684638,0.530321683
Q08288,Lyar,Cell growth-regulating nucleolar protein OS=Mus musculus OX=10090 GN=Lyar PE=1 SV=2,19.32989691,6,8,6,388,43.709,9.5,102.1,105.2,100.6,94.4,101.4,96.3,0.948684638,0.101941433
Q8CIM8,Ints4,Integrator complex subunit 4 OS=Mus musculus OX=10090 GN=Ints4 PE=1 SV=1,2.385892116,2,3,2,964,108.124,6.42,104.8,106.6,96.5,101.8,100.8,89.5,0.948684638,0.353562122
Q8CG16,C1ra,Complement C1r-A subcomponent OS=Mus musculus OX=10090 GN=C1ra PE=1 SV=1,1.131541726,1,1,1,707,80.022,5.66,101,126.3,80.6,95.5,91.6,105,0.948684638,0.722204145
Q9D8X2,Ccdc124,Coiled-coil domain-containing protein 124 OS=Mus musculus OX=10090 GN=Ccdc124 PE=1 SV=1,33.640553,7,10,7,217,25.33,9.64,97.9,110.7,99.3,92.4,102.4,97.3,0.948684638,0.349591968
Q99MD6,Txnrd3,Thioredoxin reductase 3 OS=Mus musculus OX=10090 GN=Txnrd3 PE=1 SV=3,11.65644172,4,5,4,652,71.275,8.09,106.5,103.6,97.8,93.8,103.1,95.2,0.948684638,0.244453859
Q9JKX6,Nudt5,ADP-sugar pyrophosphatase OS=Mus musculus OX=10090 GN=Nudt5 PE=1 SV=1,27.98165138,5,12,5,218,23.969,5.48,107,94.1,106.9,100.7,94,97.4,0.948376623,0.322514307
Q8R1A4,Dock7,Dedicator of cytokinesis protein 7 OS=Mus musculus OX=10090 GN=Dock7 PE=1 SV=3,8.497652582,15,17,14,2130,241.286,6.71,106.5,103,98.5,97.4,100.2,94.5,0.948376623,0.135485215
P85094,Isoc2a,Isochorismatase domain-containing protein 2A OS=Mus musculus OX=10090 GN=Isoc2a PE=1 SV=1,27.66990291,3,5,3,206,22.403,8.02,107.2,92.9,107.9,100.8,93.3,98,0.948376623,0.378329629
Q8CHK3,Mboat7,Lysophospholipid acyltransferase 7 OS=Mus musculus OX=10090 GN=Mboat7 PE=1 SV=1,7.610993658,3,3,3,473,53.4,8.69,104,111.8,92.2,92.7,102.5,96.9,0.948376623,0.451865981
P70441,Slc9a3r1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Mus musculus OX=10090 GN=Slc9a3r1 PE=1 SV=3,14.92957746,5,6,5,355,38.577,5.9,102.3,106.1,99.6,95.4,99.6,97.1,0.948376623,0.077638579
Q60648,Gm2a,Ganglioside GM2 activator OS=Mus musculus OX=10090 GN=Gm2a PE=1 SV=2,5.18134715,1,1,1,193,20.811,5.9,87.1,119.6,101.3,95.2,98.2,98.7,0.948376623,0.605568637
Q8BUR9,Mzt1,Mitotic-spindle organizing protein 1 OS=Mus musculus OX=10090 GN=Mzt1 PE=1 SV=1,20.51282051,1,1,1,78,8.127,4.78,104.2,95.4,108.4,92.4,102.6,97.1,0.948376623,0.334401536
Q8K199,Cmc2,COX assembly mitochondrial protein 2 homolog OS=Mus musculus OX=10090 GN=Cmc2 PE=3 SV=1,12.65822785,1,1,1,79,9.413,8.24,99.3,117.2,91.5,102.4,85.8,103.9,0.948376623,0.609062205
Q8C2A2,Tsen54,tRNA-splicing endonuclease subunit Sen54 OS=Mus musculus OX=10090 GN=Tsen54 PE=2 SV=2,1.523809524,1,1,1,525,59.047,6.16,109.3,108.6,90.1,94.3,104.9,92.9,0.948376623,0.510194794
P83741,Wnk1,Serine/threonine-protein kinase WNK1 OS=Mus musculus OX=10090 GN=Wnk1 PE=1 SV=2,5.216659655,11,14,11,2377,250.779,6.43,105.3,107,95.7,96.1,98.8,97.2,0.948376623,0.215358112
P0C0A3,Chmp6,Charged multivesicular body protein 6 OS=Mus musculus OX=10090 GN=Chmp6 PE=1 SV=2,23,4,5,4,200,23.401,5.44,107.4,105.2,95.4,92.3,103.1,96.7,0.948376623,0.335100074
Q61151,Ppp2r5e,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform OS=Mus musculus OX=10090 GN=Ppp2r5e PE=1 SV=3,16.4882227,6,7,6,467,54.679,6.95,102.2,106.9,98.9,99.6,98.8,93.7,0.948376623,0.148571555
P63085,Mapk1,Mitogen-activated protein kinase 1 OS=Mus musculus OX=10090 GN=Mapk1 PE=1 SV=3,60.61452514,19,56,12,358,41.249,6.98,101.1,105.7,101.1,100.2,94.8,97,0.948359857,0.073009733
Q8BK58,Hspbap1,HSPB1-associated protein 1 OS=Mus musculus OX=10090 GN=Hspbap1 PE=1 SV=2,15.73498965,5,5,5,483,54.361,5.27,108.3,103.7,95.9,96.1,99.8,96.1,0.948359857,0.237957402
Q921L5,Cog2,Conserved oligomeric Golgi complex subunit 2 OS=Mus musculus OX=10090 GN=Cog2 PE=1 SV=2,6.292749658,3,3,3,731,81.988,6.21,102,112.9,93,96.2,101.4,94.4,0.948359857,0.43562539
Q9WTZ0,Uxt,Protein UXT OS=Mus musculus OX=10090 GN=Uxt PE=1 SV=2,7.006369427,1,1,1,157,18.175,5.81,101.2,97.9,108.8,92.3,101.1,98.6,0.948359857,0.271207106
Q8BMJ2,Lars,"Leucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Lars PE=1 SV=2",39.55857385,39,79,39,1178,134.106,7.05,103.6,100.6,103.8,97.6,98.3,96.1,0.948051948,0.01200576
Q9WTX6,Cul1,Cullin-1 OS=Mus musculus OX=10090 GN=Cul1 PE=1 SV=1,36.34020619,22,35,22,776,89.635,8,104.5,102.6,100.9,96.4,100.5,95.1,0.948051948,0.050750259
Q05816,Fabp5,Fatty acid-binding protein 5 OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3,65.92592593,7,16,7,135,15.127,6.54,109.9,89.1,109,94.2,103.6,94.2,0.948051948,0.515044028
Q9DAS9,Gng12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus OX=10090 GN=Gng12 PE=1 SV=3,66.66666667,4,8,4,72,7.992,8.97,105.6,104.1,98.3,96,101.8,94.2,0.948051948,0.170454798
Q32NY4,Cnnm3,Metal transporter CNNM3 OS=Mus musculus OX=10090 GN=Cnnm3 PE=1 SV=2,9.677419355,5,7,5,713,76.232,5.58,100.9,113.1,94,92.2,102.8,97,0.948051948,0.449531412
Q6P9R4,Arhgef18,Rho guanine nucleotide exchange factor 18 OS=Mus musculus OX=10090 GN=Arhgef18 PE=1 SV=2,8.521057786,7,10,6,1021,114.265,6.21,97.7,113.5,96.8,91.2,104.4,96.4,0.948051948,0.467129611
